Timestamp,SessionTime,SessionState,OnPitRoad,InPitStall,Speed,LapLastLapTime,PitRepairLeft,PitOptRepairLeft,PlayerCarTowTime,Trigger
20260608 16:46:01.907,794.583,4,1,1,0.0,234.996,0.00,458.09,0.00,change
20260608 16:46:01.957,794.633,4,1,1,0.0,234.996,0.00,458.03,0.00,change
20260608 16:46:02.009,794.683,4,1,1,0.0,234.996,0.00,457.98,0.00,change
20260608 16:46:02.058,794.733,4,1,1,0.0,234.996,0.00,457.93,0.00,change
20260608 16:46:02.107,794.783,4,1,1,0.0,234.996,0.00,457.88,0.00,change
20260608 16:46:02.158,794.833,4,1,1,0.0,234.996,0.00,457.83,0.00,change
20260608 16:46:02.209,794.883,4,1,1,0.0,234.996,0.00,457.78,0.00,change
20260608 16:46:02.259,794.933,4,1,1,0.0,234.996,0.00,457.73,0.00,change
20260608 16:46:02.308,794.983,4,1,1,0.0,234.996,0.00,457.68,0.00,change
20260608 16:46:02.357,795.033,4,1,1,0.0,234.996,0.00,457.63,0.00,change
20260608 16:46:02.408,795.083,4,1,1,0.0,234.996,0.00,457.58,0.00,change
20260608 16:46:02.458,795.133,4,1,1,0.0,234.996,0.00,457.53,0.00,change
20260608 16:46:02.509,795.183,4,1,1,0.0,234.996,0.00,457.48,0.00,change
20260608 16:46:02.559,795.233,4,1,1,0.0,234.996,0.00,457.43,0.00,change
20260608 16:46:02.609,795.283,4,1,1,0.0,234.996,0.00,457.38,0.00,change
20260608 16:46:02.658,795.333,4,1,1,0.0,234.996,0.00,457.33,0.00,change
20260608 16:46:02.709,795.383,4,1,1,0.0,234.996,0.00,457.28,0.00,change
20260608 16:46:02.758,795.433,4,1,1,0.0,234.996,0.00,457.23,0.00,change
20260608 16:46:02.807,795.483,4,1,1,0.0,234.996,0.00,457.18,0.00,change
20260608 16:46:02.858,795.533,4,1,1,0.0,234.996,0.00,457.13,0.00,change
20260608 16:46:02.907,795.583,4,1,1,0.0,234.996,0.00,457.08,0.00,change
20260608 16:46:02.957,795.633,4,1,1,0.0,234.996,0.00,457.02,0.00,change
20260608 16:46:03.007,795.683,4,1,1,0.0,234.996,0.00,456.97,0.00,change
20260608 16:46:03.059,795.733,4,1,1,0.0,234.996,0.00,456.92,0.00,change
20260608 16:46:03.108,795.783,4,1,1,0.0,234.996,0.00,456.87,0.00,change
20260608 16:46:03.159,795.833,4,1,1,0.0,234.996,0.00,456.82,0.00,change
20260608 16:46:03.207,795.883,4,1,1,0.0,234.996,0.00,456.77,0.00,change
20260608 16:46:03.259,795.933,4,1,1,0.0,234.996,0.00,456.72,0.00,change
20260608 16:46:03.309,795.983,4,1,1,0.0,234.996,0.00,456.67,0.00,change
20260608 16:46:03.358,796.033,4,1,1,0.0,234.996,0.00,456.62,0.00,change
20260608 16:46:03.408,796.083,4,1,1,0.0,234.996,0.00,456.57,0.00,change
20260608 16:46:03.458,796.133,4,1,1,0.0,234.996,0.00,456.52,0.00,change
20260608 16:46:03.509,796.183,4,1,1,0.0,234.996,0.00,456.47,0.00,change
20260608 16:46:03.558,796.233,4,1,1,0.0,234.996,0.00,456.42,0.00,change
20260608 16:46:03.609,796.283,4,1,1,0.0,234.996,0.00,456.37,0.00,change
20260608 16:46:03.659,796.333,4,1,1,0.0,234.996,0.00,456.32,0.00,change
20260608 16:46:03.709,796.383,4,1,1,0.0,234.996,0.00,456.27,0.00,change
20260608 16:46:03.759,796.433,4,1,1,0.0,234.996,0.00,456.22,0.00,change
20260608 16:46:03.810,796.483,4,1,1,0.0,234.996,0.00,456.17,0.00,change
20260608 16:46:03.858,796.533,4,1,1,0.0,234.996,0.00,456.12,0.00,change
20260608 16:46:03.908,796.583,4,1,1,0.0,234.996,0.00,456.07,0.00,change
20260608 16:46:03.959,796.633,4,1,1,0.0,234.996,0.00,456.01,0.00,change
20260608 16:46:04.007,796.683,4,1,1,0.0,234.996,0.00,455.96,0.00,change
20260608 16:46:04.058,796.733,4,1,1,0.0,234.996,0.00,455.91,0.00,change
20260608 16:46:04.108,796.783,4,1,1,0.0,234.996,0.00,455.86,0.00,change
20260608 16:46:04.158,796.833,4,1,1,0.0,234.996,0.00,455.81,0.00,change
20260608 16:46:04.208,796.883,4,1,1,0.0,234.996,0.00,455.76,0.00,change
20260608 16:46:04.258,796.933,4,1,1,0.0,234.996,0.00,455.71,0.00,change
20260608 16:46:04.307,796.983,4,1,1,0.0,234.996,0.00,455.66,0.00,change
20260608 16:46:04.358,797.033,4,1,1,0.0,234.996,0.00,455.61,0.00,change
20260608 16:46:04.408,797.083,4,1,1,0.0,234.996,0.00,455.56,0.00,change
20260608 16:46:04.458,797.133,4,1,1,0.0,234.996,0.00,455.51,0.00,change
20260608 16:46:04.508,797.183,4,1,1,0.0,234.996,0.00,455.46,0.00,change
20260608 16:46:04.558,797.233,4,1,1,0.0,234.996,0.00,455.41,0.00,change
20260608 16:46:04.609,797.283,4,1,1,0.0,234.996,0.00,455.36,0.00,change
20260608 16:46:04.658,797.333,4,1,1,0.0,234.996,0.00,455.31,0.00,change
20260608 16:46:04.708,797.383,4,1,1,0.0,234.996,0.00,455.26,0.00,change
20260608 16:46:04.759,797.433,4,1,1,0.0,234.996,0.00,455.21,0.00,change
20260608 16:46:04.808,797.483,4,1,1,0.0,234.996,0.00,455.16,0.00,change
20260608 16:46:04.858,797.533,4,1,1,0.0,234.996,0.00,455.11,0.00,change
20260608 16:46:04.909,797.583,4,1,1,0.0,234.996,0.00,455.06,0.00,change
20260608 16:46:04.958,797.633,4,1,1,0.0,234.996,0.00,455.00,0.00,change
20260608 16:46:05.008,797.683,4,1,1,0.0,234.996,0.00,454.95,0.00,change
20260608 16:46:05.058,797.733,4,1,1,0.0,234.996,0.00,454.90,0.00,change
20260608 16:46:05.108,797.783,4,1,1,0.0,234.996,0.00,454.85,0.00,change
20260608 16:46:05.158,797.833,4,1,1,0.0,234.996,0.00,454.80,0.00,change
20260608 16:46:05.208,797.883,4,1,1,0.0,234.996,0.00,454.75,0.00,change
20260608 16:46:05.258,797.933,4,1,1,0.0,234.996,0.00,454.70,0.00,change
20260608 16:46:05.309,797.983,4,1,1,0.0,234.996,0.00,454.65,0.00,change
20260608 16:46:05.358,798.033,4,1,1,0.0,234.996,0.00,454.60,0.00,change
20260608 16:46:05.408,798.083,4,1,1,0.0,234.996,0.00,454.55,0.00,change
20260608 16:46:05.459,798.133,4,1,1,0.0,234.996,0.00,454.50,0.00,change
20260608 16:46:05.509,798.183,4,1,1,0.0,234.996,0.00,454.45,0.00,change
20260608 16:46:05.558,798.233,4,1,1,0.0,234.996,0.00,454.40,0.00,change
20260608 16:46:05.608,798.283,4,1,1,0.0,234.996,0.00,454.35,0.00,change
20260608 16:46:05.659,798.333,4,1,1,0.0,234.996,0.00,454.30,0.00,change
20260608 16:46:05.708,798.383,4,1,1,0.0,234.996,0.00,454.25,0.00,change
20260608 16:46:05.758,798.433,4,1,1,0.0,234.996,0.00,454.20,0.00,change
20260608 16:46:05.808,798.483,4,1,1,0.0,234.996,0.00,454.15,0.00,change
20260608 16:46:05.858,798.533,4,1,1,0.0,234.996,0.00,454.10,0.00,change
20260608 16:46:05.909,798.583,4,1,1,0.0,234.996,0.00,454.05,0.00,change
20260608 16:46:05.958,798.633,4,1,1,0.0,234.996,0.00,453.99,0.00,change
20260608 16:46:06.008,798.683,4,1,1,0.0,234.996,0.00,453.94,0.00,change
20260608 16:46:06.058,798.733,4,1,1,0.0,234.996,0.00,453.89,0.00,change
20260608 16:46:06.109,798.783,4,1,1,0.0,234.996,0.00,453.84,0.00,change
20260608 16:46:06.158,798.833,4,1,1,0.0,234.996,0.00,453.79,0.00,change
20260608 16:46:06.209,798.883,4,1,1,0.0,234.996,0.00,453.74,0.00,change
20260608 16:46:06.259,798.933,4,1,1,0.0,234.996,0.00,453.69,0.00,change
20260608 16:46:06.308,798.983,4,1,1,0.0,234.996,0.00,453.64,0.00,change
20260608 16:46:06.358,799.033,4,1,1,0.0,234.996,0.00,453.59,0.00,change
20260608 16:46:06.408,799.083,4,1,1,0.0,234.996,0.00,453.54,0.00,change
20260608 16:46:06.458,799.133,4,1,1,0.0,234.996,0.00,453.49,0.00,change
20260608 16:46:06.508,799.183,4,1,1,0.0,234.996,0.00,453.44,0.00,change
20260608 16:46:06.558,799.233,4,1,1,0.0,234.996,0.00,453.39,0.00,change
20260608 16:46:06.608,799.283,4,1,1,0.0,234.996,0.00,453.34,0.00,change
20260608 16:46:06.658,799.333,4,1,1,0.0,234.996,0.00,453.29,0.00,change
20260608 16:46:06.708,799.383,4,1,1,0.0,234.996,0.00,453.24,0.00,change
20260608 16:46:06.758,799.433,4,1,1,0.0,234.996,0.00,453.19,0.00,change
20260608 16:46:06.808,799.483,4,1,1,0.0,234.996,0.00,453.14,0.00,change
20260608 16:46:06.858,799.533,4,1,1,0.0,234.996,0.00,453.09,0.00,change
20260608 16:46:06.908,799.583,4,1,1,0.0,234.996,0.00,453.04,0.00,change
20260608 16:46:06.958,799.633,4,1,1,0.0,234.996,0.00,452.98,0.00,change
20260608 16:46:07.008,799.683,4,1,1,0.0,234.996,0.00,452.93,0.00,change
20260608 16:46:07.058,799.733,4,1,1,0.0,234.996,0.00,452.88,0.00,change
20260608 16:46:07.108,799.783,4,1,1,0.0,234.996,0.00,452.83,0.00,change
20260608 16:46:07.158,799.833,4,1,1,0.0,234.996,0.00,452.78,0.00,change
20260608 16:46:07.208,799.883,4,1,1,0.0,234.996,0.00,452.73,0.00,change
20260608 16:46:07.258,799.933,4,1,1,0.0,234.996,0.00,452.68,0.00,change
20260608 16:46:07.308,799.983,4,1,1,0.0,234.996,0.00,452.63,0.00,change
20260608 16:46:07.358,800.033,4,1,1,0.0,234.996,0.00,452.58,0.00,change
20260608 16:46:07.409,800.083,4,1,1,0.0,234.996,0.00,452.53,0.00,change
20260608 16:46:07.458,800.133,4,1,1,0.0,234.996,0.00,452.48,0.00,change
20260608 16:46:07.508,800.183,4,1,1,0.0,234.996,0.00,452.43,0.00,change
20260608 16:46:07.558,800.233,4,1,1,0.0,234.996,0.00,452.38,0.00,change
20260608 16:46:07.609,800.283,4,1,1,0.0,234.996,0.00,452.33,0.00,change
20260608 16:46:07.659,800.333,4,1,1,0.0,234.996,0.00,452.28,0.00,change
20260608 16:46:07.709,800.383,4,1,1,0.0,234.996,0.00,452.23,0.00,change
20260608 16:46:07.759,800.433,4,1,1,0.0,234.996,0.00,452.18,0.00,change
20260608 16:46:07.809,800.483,4,1,1,0.0,234.996,0.00,452.13,0.00,change
20260608 16:46:07.858,800.533,4,1,1,0.0,234.996,0.00,452.08,0.00,change
20260608 16:46:07.908,800.583,4,1,1,0.0,234.996,0.00,452.02,0.00,change
20260608 16:46:07.959,800.633,4,1,1,0.0,234.996,0.00,451.97,0.00,change
20260608 16:46:08.008,800.683,4,1,1,0.0,234.996,0.00,451.92,0.00,change
20260608 16:46:08.059,800.733,4,1,1,0.0,234.996,0.00,451.87,0.00,change
20260608 16:46:08.108,800.783,4,1,1,0.0,234.996,0.00,451.82,0.00,change
20260608 16:46:08.158,800.833,4,1,1,0.0,234.996,0.00,451.77,0.00,change
20260608 16:46:08.208,800.883,4,1,1,0.0,234.996,0.00,451.72,0.00,change
20260608 16:46:08.258,800.933,4,1,1,0.0,234.996,0.00,451.67,0.00,change
20260608 16:46:08.308,800.983,4,1,1,0.0,234.996,0.00,451.62,0.00,change
20260608 16:46:08.359,801.033,4,1,1,0.0,234.996,0.00,451.57,0.00,change
20260608 16:46:08.408,801.083,4,1,1,0.0,234.996,0.00,451.52,0.00,change
20260608 16:46:08.458,801.133,4,1,1,0.0,234.996,0.00,451.47,0.00,change
20260608 16:46:08.508,801.183,4,1,1,0.0,234.996,0.00,451.42,0.00,change
20260608 16:46:08.558,801.233,4,1,1,0.0,234.996,0.00,451.37,0.00,change
20260608 16:46:08.608,801.283,4,1,1,0.0,234.996,0.00,451.32,0.00,change
20260608 16:46:08.659,801.333,4,1,1,0.0,234.996,0.00,451.27,0.00,change
20260608 16:46:08.709,801.383,4,1,1,0.0,234.996,0.00,451.22,0.00,change
20260608 16:46:08.759,801.433,4,1,1,0.0,234.996,0.00,451.17,0.00,change
20260608 16:46:08.809,801.483,4,1,1,0.0,234.996,0.00,451.12,0.00,change
20260608 16:46:08.859,801.533,4,1,1,0.0,234.996,0.00,451.07,0.00,change
20260608 16:46:08.909,801.583,4,1,1,0.0,234.996,0.00,451.01,0.00,change
20260608 16:46:08.958,801.633,4,1,1,0.0,234.996,0.00,450.96,0.00,change
20260608 16:46:09.009,801.683,4,1,1,0.0,234.996,0.00,450.91,0.00,change
20260608 16:46:09.058,801.733,4,1,1,0.0,234.996,0.00,450.86,0.00,change
20260608 16:46:09.111,801.783,4,1,1,0.0,234.996,0.00,450.81,0.00,change
20260608 16:46:09.159,801.833,4,1,1,0.0,234.996,0.00,450.76,0.00,change
20260608 16:46:09.208,801.883,4,1,1,0.0,234.996,0.00,450.71,0.00,change
20260608 16:46:09.259,801.933,4,1,1,0.0,234.996,0.00,450.66,0.00,change
20260608 16:46:09.308,801.983,4,1,1,0.0,234.996,0.00,450.61,0.00,change
20260608 16:46:09.358,802.033,4,1,1,0.0,234.996,0.00,450.56,0.00,change
20260608 16:46:09.408,802.083,4,1,1,0.0,234.996,0.00,450.51,0.00,change
20260608 16:46:09.458,802.133,4,1,1,0.0,234.996,0.00,450.46,0.00,change
20260608 16:46:09.509,802.183,4,1,1,0.0,234.996,0.00,450.41,0.00,change
20260608 16:46:09.559,802.233,4,1,1,0.0,234.996,0.00,450.36,0.00,change
20260608 16:46:09.610,802.283,4,1,1,0.0,234.996,0.00,450.31,0.00,change
20260608 16:46:09.658,802.333,4,1,1,0.0,234.996,0.00,450.26,0.00,change
20260608 16:46:09.708,802.383,4,1,1,0.0,234.996,0.00,450.21,0.00,change
20260608 16:46:09.759,802.433,4,1,1,0.0,234.996,0.00,450.16,0.00,change
20260608 16:46:09.808,802.483,4,1,1,0.0,234.996,0.00,450.11,0.00,change
20260608 16:46:09.859,802.533,4,1,1,0.0,234.996,0.00,450.06,0.00,change
20260608 16:46:09.908,802.583,4,1,1,0.0,234.996,0.00,450.00,0.00,change
20260608 16:46:09.959,802.633,4,1,1,0.0,234.996,0.00,449.95,0.00,change
20260608 16:46:10.008,802.683,4,1,1,0.0,234.996,0.00,449.90,0.00,change
20260608 16:46:10.058,802.733,4,1,1,0.0,234.996,0.00,449.85,0.00,change
20260608 16:46:10.109,802.783,4,1,1,0.0,234.996,0.00,449.80,0.00,change
20260608 16:46:10.158,802.833,4,1,1,0.0,234.996,0.00,449.75,0.00,change
20260608 16:46:10.208,802.883,4,1,1,0.0,234.996,0.00,449.70,0.00,change
20260608 16:46:10.259,802.933,4,1,1,0.0,234.996,0.00,449.65,0.00,change
20260608 16:46:10.308,802.983,4,1,1,0.0,234.996,0.00,449.60,0.00,change
20260608 16:46:10.358,803.033,4,1,1,0.0,234.996,0.00,449.55,0.00,change
20260608 16:46:10.408,803.083,4,1,1,0.0,234.996,0.00,449.50,0.00,change
20260608 16:46:10.458,803.133,4,1,1,0.0,234.996,0.00,449.45,0.00,change
20260608 16:46:10.508,803.183,4,1,1,0.0,234.996,0.00,449.40,0.00,change
20260608 16:46:10.558,803.233,4,1,1,0.0,234.996,0.00,449.35,0.00,change
20260608 16:46:10.608,803.283,4,1,1,0.0,234.996,0.00,449.30,0.00,change
20260608 16:46:10.658,803.333,4,1,1,0.0,234.996,0.00,449.25,0.00,change
20260608 16:46:10.709,803.383,4,1,1,0.0,234.996,0.00,449.20,0.00,change
20260608 16:46:10.759,803.433,4,1,1,0.0,234.996,0.00,449.15,0.00,change
20260608 16:46:10.809,803.483,4,1,1,0.0,234.996,0.00,449.10,0.00,change
20260608 16:46:10.858,803.533,4,1,1,0.0,234.996,0.00,449.05,0.00,change
20260608 16:46:10.909,803.583,4,1,1,0.0,234.996,0.00,448.99,0.00,change
20260608 16:46:10.959,803.633,4,1,1,0.0,234.996,0.00,448.94,0.00,change
20260608 16:46:11.008,803.683,4,1,1,0.0,234.996,0.00,448.89,0.00,change
20260608 16:46:11.060,803.733,4,1,1,0.0,234.996,0.00,448.84,0.00,change
20260608 16:46:11.108,803.783,4,1,1,0.0,234.996,0.00,448.79,0.00,change
20260608 16:46:11.158,803.833,4,1,1,0.0,234.996,0.00,448.74,0.00,change
20260608 16:46:11.208,803.883,4,1,1,0.0,234.996,0.00,448.69,0.00,change
20260608 16:46:11.258,803.933,4,1,1,0.0,234.996,0.00,448.64,0.00,change
20260608 16:46:11.308,803.983,4,1,1,0.0,234.996,0.00,448.59,0.00,change
20260608 16:46:11.360,804.033,4,1,1,0.0,234.996,0.00,448.54,0.00,change
20260608 16:46:11.409,804.083,4,1,1,0.0,234.996,0.00,448.49,0.00,change
20260608 16:46:11.459,804.133,4,1,1,0.0,234.996,0.00,448.44,0.00,change
20260608 16:46:11.508,804.183,4,1,1,0.0,234.996,0.00,448.39,0.00,change
20260608 16:46:11.560,804.233,4,1,1,0.0,234.996,0.00,448.34,0.00,change
20260608 16:46:11.609,804.283,4,1,1,0.0,234.996,0.00,448.29,0.00,change
20260608 16:46:11.659,804.333,4,1,1,0.0,234.996,0.00,448.24,0.00,change
20260608 16:46:11.708,804.383,4,1,1,0.0,234.996,0.00,448.19,0.00,change
20260608 16:46:11.759,804.433,4,1,1,0.0,234.996,0.00,448.14,0.00,change
20260608 16:46:11.809,804.483,4,1,1,0.0,234.996,0.00,448.09,0.00,change
20260608 16:46:11.858,804.533,4,1,1,0.0,234.996,0.00,448.04,0.00,change
20260608 16:46:11.908,804.583,4,1,1,0.0,234.996,0.00,447.98,0.00,change
20260608 16:46:11.959,804.633,4,1,1,0.0,234.996,0.00,447.93,0.00,change
20260608 16:46:12.009,804.683,4,1,1,0.0,234.996,0.00,447.88,0.00,change
20260608 16:46:12.059,804.733,4,1,1,0.0,234.996,0.00,447.83,0.00,change
20260608 16:46:12.109,804.783,4,1,1,0.0,234.996,0.00,447.78,0.00,change
20260608 16:46:12.158,804.833,4,1,1,0.0,234.996,0.00,447.73,0.00,change
20260608 16:46:12.209,804.883,4,1,1,0.0,234.996,0.00,447.68,0.00,change
20260608 16:46:12.258,804.933,4,1,1,0.0,234.996,0.00,447.63,0.00,change
20260608 16:46:12.309,804.983,4,1,1,0.0,234.996,0.00,447.58,0.00,change
20260608 16:46:12.360,805.033,4,1,1,0.0,234.996,0.00,447.53,0.00,change
20260608 16:46:12.408,805.083,4,1,1,0.0,234.996,0.00,447.48,0.00,change
20260608 16:46:12.459,805.133,4,1,1,0.0,234.996,0.00,447.43,0.00,change
20260608 16:46:12.508,805.183,4,1,1,0.0,234.996,0.00,447.38,0.00,change
20260608 16:46:12.559,805.233,4,1,1,0.0,234.996,0.00,447.33,0.00,change
20260608 16:46:12.609,805.283,4,1,1,0.0,234.996,0.00,447.28,0.00,change
20260608 16:46:12.658,805.333,4,1,1,0.0,234.996,0.00,447.23,0.00,change
20260608 16:46:12.709,805.383,4,1,1,0.0,234.996,0.00,447.18,0.00,change
20260608 16:46:12.758,805.433,4,1,1,0.0,234.996,0.00,447.13,0.00,change
20260608 16:46:12.808,805.483,4,1,1,0.0,234.996,0.00,447.08,0.00,change
20260608 16:46:12.858,805.533,4,1,1,0.0,234.996,0.00,447.03,0.00,change
20260608 16:46:12.909,805.583,4,1,1,0.0,234.996,0.00,446.97,0.00,change
20260608 16:46:12.958,805.633,4,1,1,0.0,234.996,0.00,446.92,0.00,change
20260608 16:46:13.008,805.683,4,1,1,0.0,234.996,0.00,446.87,0.00,change
20260608 16:46:13.058,805.733,4,1,1,0.0,234.996,0.00,446.82,0.00,change
20260608 16:46:13.108,805.783,4,1,1,0.0,234.996,0.00,446.77,0.00,change
20260608 16:46:13.159,805.833,4,1,1,0.0,234.996,0.00,446.72,0.00,change
20260608 16:46:13.210,805.883,4,1,1,0.0,234.996,0.00,446.67,0.00,change
20260608 16:46:13.259,805.933,4,1,1,0.0,234.996,0.00,446.62,0.00,change
20260608 16:46:13.308,805.983,4,1,1,0.0,234.996,0.00,446.57,0.00,change
20260608 16:46:13.359,806.033,4,1,1,0.0,234.996,0.00,446.52,0.00,change
20260608 16:46:13.408,806.083,4,1,1,0.0,234.996,0.00,446.47,0.00,change
20260608 16:46:13.458,806.133,4,1,1,0.0,234.996,0.00,446.42,0.00,change
20260608 16:46:13.510,806.183,4,1,1,0.0,234.996,0.00,446.37,0.00,change
20260608 16:46:13.559,806.233,4,1,1,0.0,234.996,0.00,446.32,0.00,change
20260608 16:46:13.609,806.283,4,1,1,0.0,234.996,0.00,446.27,0.00,change
20260608 16:46:13.660,806.333,4,1,1,0.0,234.996,0.00,446.22,0.00,change
20260608 16:46:13.709,806.383,4,1,1,0.0,234.996,0.00,446.17,0.00,change
20260608 16:46:13.759,806.433,4,1,1,0.0,234.996,0.00,446.12,0.00,change
20260608 16:46:13.809,806.483,4,1,1,0.0,234.996,0.00,446.07,0.00,change
20260608 16:46:13.858,806.533,4,1,1,0.0,234.996,0.00,446.02,0.00,change
20260608 16:46:13.908,806.583,4,1,1,0.0,234.996,0.00,445.96,0.00,change
20260608 16:46:13.960,806.633,4,1,1,0.0,234.996,0.00,445.91,0.00,change
20260608 16:46:14.010,806.683,4,1,1,0.0,234.996,0.00,445.86,0.00,change
20260608 16:46:14.060,806.733,4,1,1,0.0,234.996,0.00,445.81,0.00,change
20260608 16:46:14.108,806.783,4,1,1,0.0,234.996,0.00,445.76,0.00,change
20260608 16:46:14.159,806.833,4,1,1,0.0,234.996,0.00,445.71,0.00,change
20260608 16:46:14.208,806.883,4,1,1,0.0,234.996,0.00,445.66,0.00,change
20260608 16:46:14.259,806.933,4,1,1,0.0,234.996,0.00,445.61,0.00,change
20260608 16:46:14.308,806.983,4,1,1,0.0,234.996,0.00,445.56,0.00,change
20260608 16:46:14.361,807.033,4,1,1,0.0,234.996,0.00,445.51,0.00,change
20260608 16:46:14.409,807.083,4,1,1,0.0,234.996,0.00,445.46,0.00,change
20260608 16:46:14.458,807.133,4,1,1,0.0,234.996,0.00,445.41,0.00,change
20260608 16:46:14.508,807.183,4,1,1,0.0,234.996,0.00,445.36,0.00,change
20260608 16:46:14.558,807.233,4,1,1,0.0,234.996,0.00,445.31,0.00,change
20260608 16:46:14.608,807.283,4,1,1,0.0,234.996,0.00,445.26,0.00,change
20260608 16:46:14.659,807.333,4,1,1,0.0,234.996,0.00,445.21,0.00,change
20260608 16:46:14.709,807.383,4,1,1,0.0,234.996,0.00,445.16,0.00,change
20260608 16:46:14.760,807.433,4,1,1,0.0,234.996,0.00,445.11,0.00,change
20260608 16:46:14.808,807.483,4,1,1,0.0,234.996,0.00,445.06,0.00,change
20260608 16:46:14.859,807.533,4,1,1,0.0,234.996,0.00,445.01,0.00,change
20260608 16:46:14.909,807.583,4,1,1,0.0,234.996,0.00,444.95,0.00,change
20260608 16:46:14.959,807.633,4,1,1,0.0,234.996,0.00,444.90,0.00,change
20260608 16:46:15.009,807.683,4,1,1,0.0,234.996,0.00,444.85,0.00,change
20260608 16:46:15.058,807.733,4,1,1,0.0,234.996,0.00,444.80,0.00,change
20260608 16:46:15.109,807.783,4,1,1,0.0,234.996,0.00,444.75,0.00,change
20260608 16:46:15.159,807.833,4,1,1,0.0,234.996,0.00,444.70,0.00,change
20260608 16:46:15.208,807.883,4,1,1,0.0,234.996,0.00,444.65,0.00,change
20260608 16:46:15.258,807.933,4,1,1,0.0,234.996,0.00,444.60,0.00,change
20260608 16:46:15.308,807.983,4,1,1,0.0,234.996,0.00,444.55,0.00,change
20260608 16:46:15.359,808.033,4,1,1,0.0,234.996,0.00,444.50,0.00,change
20260608 16:46:15.408,808.083,4,1,1,0.0,234.996,0.00,444.45,0.00,change
20260608 16:46:15.458,808.133,4,1,1,0.0,234.996,0.00,444.40,0.00,change
20260608 16:46:15.509,808.183,4,1,1,0.0,234.996,0.00,444.35,0.00,change
20260608 16:46:15.558,808.233,4,1,1,0.0,234.996,0.00,444.30,0.00,change
20260608 16:46:15.608,808.283,4,1,1,0.0,234.996,0.00,444.25,0.00,change
20260608 16:46:15.660,808.333,4,1,1,0.0,234.996,0.00,444.20,0.00,change
20260608 16:46:15.708,808.383,4,1,1,0.0,234.996,0.00,444.15,0.00,change
20260608 16:46:15.758,808.433,4,1,1,0.0,234.996,0.00,444.10,0.00,change
20260608 16:46:15.809,808.483,4,1,1,0.0,234.996,0.00,444.05,0.00,change
20260608 16:46:15.859,808.533,4,1,1,0.0,234.996,0.00,444.00,0.00,change
20260608 16:46:15.909,808.583,4,1,1,0.0,234.996,0.00,443.94,0.00,change
20260608 16:46:15.958,808.633,4,1,1,0.0,234.996,0.00,443.89,0.00,change
20260608 16:46:16.008,808.683,4,1,1,0.0,234.996,0.00,443.84,0.00,change
20260608 16:46:16.058,808.733,4,1,1,0.0,234.996,0.00,443.79,0.00,change
20260608 16:46:16.108,808.783,4,1,1,0.0,234.996,0.00,443.74,0.00,change
20260608 16:46:16.158,808.833,4,1,1,0.0,234.996,0.00,443.69,0.00,change
20260608 16:46:16.209,808.883,4,1,1,0.0,234.996,0.00,443.64,0.00,change
20260608 16:46:16.259,808.933,4,1,1,0.0,234.996,0.00,443.59,0.00,change
20260608 16:46:16.308,808.983,4,1,1,0.0,234.996,0.00,443.54,0.00,change
20260608 16:46:16.358,809.033,4,1,1,0.0,234.996,0.00,443.49,0.00,change
20260608 16:46:16.408,809.083,4,1,1,0.0,234.996,0.00,443.44,0.00,change
20260608 16:46:16.459,809.133,4,1,1,0.0,234.996,0.00,443.39,0.00,change
20260608 16:46:16.510,809.183,4,1,1,0.0,234.996,0.00,443.34,0.00,change
20260608 16:46:16.558,809.233,4,1,1,0.0,234.996,0.00,443.29,0.00,change
20260608 16:46:16.608,809.283,4,1,1,0.0,234.996,0.00,443.24,0.00,change
20260608 16:46:16.658,809.333,4,1,1,0.0,234.996,0.00,443.19,0.00,change
20260608 16:46:16.708,809.383,4,1,1,0.0,234.996,0.00,443.14,0.00,change
20260608 16:46:16.758,809.433,4,1,1,0.0,234.996,0.00,443.09,0.00,change
20260608 16:46:16.809,809.483,4,1,1,0.0,234.996,0.00,443.04,0.00,change
20260608 16:46:16.858,809.533,4,1,1,0.0,234.996,0.00,442.99,0.00,change
20260608 16:46:16.907,809.583,4,1,1,0.0,234.996,0.00,442.93,0.00,change
20260608 16:46:16.958,809.633,4,1,1,0.0,234.996,0.00,442.88,0.00,change
20260608 16:46:17.008,809.683,4,1,1,0.0,234.996,0.00,442.83,0.00,change
20260608 16:46:17.060,809.733,4,1,1,0.0,234.996,0.00,442.78,0.00,change
20260608 16:46:17.109,809.783,4,1,1,0.0,234.996,0.00,442.73,0.00,change
20260608 16:46:17.159,809.833,4,1,1,0.0,234.996,0.00,442.68,0.00,change
20260608 16:46:17.207,809.883,4,1,1,0.0,234.996,0.00,442.63,0.00,change
20260608 16:46:17.258,809.933,4,1,1,0.0,234.996,0.00,442.58,0.00,change
20260608 16:46:17.309,809.983,4,1,1,0.0,234.996,0.00,442.53,0.00,change
20260608 16:46:17.359,810.033,4,1,1,0.0,234.996,0.00,442.48,0.00,change
20260608 16:46:17.410,810.083,4,1,1,0.0,234.996,0.00,442.43,0.00,change
20260608 16:46:17.458,810.133,4,1,1,0.0,234.996,0.00,442.38,0.00,change
20260608 16:46:17.508,810.183,4,1,1,0.0,234.996,0.00,442.33,0.00,change
20260608 16:46:17.558,810.233,4,1,1,0.0,234.996,0.00,442.28,0.00,change
20260608 16:46:17.608,810.283,4,1,1,0.0,234.996,0.00,442.23,0.00,change
20260608 16:46:17.660,810.333,4,1,1,0.0,234.996,0.00,442.18,0.00,change
